"Director_id","Director"
0000394,"Bartman, William"
0000395,"Barto, David"
0000396,"Barton, Charles"
0000397,"Barzman, Paolo"
0000398,"Barzyk, Fred"
0000399,"Bascombe, K.C."
0000400,"Basil, Harry"
0000401,"Bass, Jules"
0000402,"Bassett, Michael J."
0000403,"Batchelor, Joy"
0000404,"Battersby, Bradley"
0000405,"Battersby, Roy"
0000406,"Battistoni, Carlo"
0000407,"Battle, Murray"
0000408,"Batzella, Luigi"
0000409,"Bauer, Evgeni"
0000410,"Baugh, Chris"
0000411,"Bauluz, Fernando"
0000412,"Baum, L. Frank"
0000413,"Baumander, Lewis"
0000414,"Baumann, Thomas"
0000415,"Baumbach, Noah"
0000416,"Baur, Gabriel"
0000417,"Bautista, Avinadain"
0000418,"Bava, Lamberto"
0000419,"Bava, Mario"
0000420,"Baxley, Craig R."
0000421,"Bay, Michael"
0000422,"Bayer, Rolf"
0000423,"Bayly, Stephen"
0000424,"Beaird, David"
0000425,"Bean, Henry"
0000426,"Beard, Glynn"
0000427,"Bearde, Chris"
0000428,"Beasley, Brad"
0000429,"Beatles"
0000430,"Beaton, Stephanie"
0000431,"Beatty, Maria"
0000432,"Beatty, Warren"
0000433,"Beaudine, William"
0000434,"Beaumont, Gabrielle"
0000435,"Beavan, Claire"
0000436,"Bebber, Jim Van"
0000437,"Bechard, Gorman"
0000438,"Beck, Martin"
0000439,"Beck, Steve"
0000440,"Becker, Edith"
0000441,"Becker, Harold"
0000442,"Becker, Jacques"
0000443,"Becker, Josh"
0000444,"Becker, Vernon P."
0000445,"Becker, Walt"
0000446,"Becker, Wolfgang"
0000447,"Becket, James"
0000448,"Beckstrom, Ron"
0000449,"Bedford, James Gavin"
0000450,"Bedford, Terry"
0000451,"Bee, Kenny"
0000452,"Beebe, Ford"
0000453,"Beecham, Jahnna"
0000454,"Beeman, Greg"
0000455,"Beemer, Tom"
0000456,"Beesley, Matt Earl"
0000457,"Beeson, Charles"
0000458,"Begazo, Luiz"
0000459,"Behar, Andrew"
0000460,"Beineix, Jean-Jacques"
0000461,"Bekmambetov, Timbor"
0000462,"Belateche, Irving"
0000463,"Belen, Ana"
0000464,"Bell, Alan"
0000465,"Bell, Alan J.W."
0000466,"Bell, Drew"
0000467,"Bell, Ed"
0000468,"Bell, Martin"
0000469,"Bell, Richard"
0000470,"Bellamy, Earl"
0000471,"Bello, John De"
0000472,"Bellocchio, Marco"
0000473,"Belvaux, Rémy"
0000474,"Belzberg, Edet"
0000475,"Bemberg, María Luisa"
0000476,"Benabib, Roberto"
0000477,"Bencomo, Jose Reyes"
0000478,"Bendelack, Steve"
0000479,"Bender, Jack"
0000480,"Bender, Joel"
0000481,"Bender, Lucho"
0000482,"Bendixen, Rune"
0000483,"Benedek, Laslo"
0000484,"Benedek, László"
0000485,"Benigni, Roberto"
0000486,"Benjamin, Richard"
0000487,"Bennet, Spencer Gordon"
0000488,"Bennett, Bill"
0000489,"Bennett, Derek"
0000490,"Bennett, Edward"
0000491,"Bennett, Geoff"
0000492,"Bennett, Guy"
0000493,"Bennett, Rodney"
0000494,"Benson, Alan"
0000495,"Benson, Leon"
0000496,"Benson, Richard"
0000497,"Bentley, Thomas"
0000498,"Benton, Robert"
0000499,"Benveniste, Michael"
0000500,"Bercovici, Luca"
0000501,"Beresford, Bruce"
0000502,"Berg, Peter"
0000503,"Berg, Rudolf van den"
0000504,"Bergala, Alain"
0000505,"Berger, Jacob"
0000506,"Berger, Ludwig"
0000507,"Bergh, Reghardt van den"
0000508,"Berglund, Pelle"
0000509,"Bergman, Andrew"
0000510,"Bergman, Ingmar"
0000511,"Bergman, Nir"
0000512,"Bergmann, Michael"
0000513,"Berk, Daniel"
0000514,"Berkeley, Busby"
0000515,"Berkowitz, Ben"
0000516,"Berlanti, Greg"
0000517,"Berlin, Marc"
0000518,"Berliner, Alain"
0000519,"Berliner, Alan"
0000520,"Berlinger, Joe"
0000521,"Berman, Harvey"
0000522,"Berman, Matt"
0000523,"Berman, Shari Springer"
0000524,"Berman, Ted"
0000525,"Berman, Zev"
0000526,"Bermel, Patrick"
0000527,"Bernard, Chris"
0000528,"Bernard, Evan"
0000529,"Bernard, John"
0000530,"Bernds, Edward"
0000531,"Bernhard, Jack"
0000532,"Bernhardt, Curtis"
0000533,"Bernstein, Adam"
0000534,"Bernstien, Les"
0000535,"Berri, Claude"
0000536,"Berry, Dennis"
0000537,"Berry, John"
0000538,"Bertolucci, Bernardo"
0000539,"Bessai, Carl"
0000540,"Besson, Luc"
0000541,"Betancor, Antonio Jose"
0000542,"Bettman, Gil"
0000543,"Betuel, Jonathan"
0000544,"Betuel, Jonathan R."
0000545,"Beyer, Frank"
0000546,"Beyer, Troy"
0000547,"Bezucha, Thomas"
0000548,"Bhansali, Sanjay Leela"
0000549,"Bharadwaj, Radha"
0000550,"Bhose, Indra"
0000551,"Bianchi, Andrea"
0000552,"Bianchi, Bruno"
0000553,"Bianchi, Edward"
0000554,"Bianchi, Mario"
0000555,"Bianchi, Sergio"
0000556,"Biao, Yuen"
0000557,"Biberman, Herbert J."
0000558,"Bidgood, James"
0000559,"Bido, Antonio"
0000560,"Bielinsky, Fabián"
0000561,"Bier, Susanne"
0000562,"Bierman, Robert"
0000563,"Bigelow, Kathryn"
0000564,"Bijan, Ali"
0000565,"Bill, Tony"
0000566,"Billian, Hans"
0000567,"Billington, Kevin"
0000568,"Bilson, Bruce"
0000569,"Bilson, Danny"
0000570,"Bin, Lin"
0000571,"Binder, Mike"
0000572,"Binder, Steve"
0000573,"Bindler, S.R."
0000574,"Bindley, William"
0000575,"Binstock, Jodi"
0000576,"Birch, Patricia"
0000577,"Bird, Antonia"
0000578,"Bird, Brad"
0000579,"Birdsall, Graham W."
0000580,"Birkin, Andrew"
0000581,"Birkinshaw, Alan"
0000582,"Birmingham, Hilary"
0000583,"Birot, Anne-Sophie"
0000584,"Birt, Daniel"
0000585,"Bishop, Larry"
0000586,"Bissett, Roshell"
0000587,"Bíttolo, Franco"
0000588,"Bivel, Didier"
0000589,"Bixby, Bill"
0000590,"Bjorklund, Timothy"
0000591,"Black, Cathal"
0000592,"Black, James"
0000593,"Black, Michael"
0000594,"Black, Noel"
0000595,"Black, Stephanie"
0000596,"Blaine, Cullen"
0000597,"Blaine, Rick"
0000598,"Blair, Jon"
0000599,"Blair, Mark"
0000600,"Blair, Rikki Beadle"
0000601,"Blake, Andrew"
0000602,"Blake, Perry Andelin"
0000603,"Blake, Tessa"
0000604,"Blakemore, Michael"
0000605,"Blakeney, Eric"
0000606,"Blamire, Larry"
0000607,"Blanc, Michel"
0000608,"Blanchard, John"
0000609,"Blanche, Herbert"
0000610,"Bland, Edward O."
0000611,"Blank, Jonathan"
0000612,"Blank, Les"
0000613,"Blanks, Jamie"
0000614,"Blasetti, Alessandro"
0000615,"Blass, Udo"
0000616,"Blatty, William Peter"
0000617,"Blaustein, Barry W."
0000618,"Blaustein, David"
0000619,"Blazekovic, Milan"
0000620,"Blechman, R.O."
0000621,"Bleckner, Jeff"
0000622,"Bleiman, David"
0000623,"Blier, Bertrand"
0000624,"Blitz, Jeff"
0000625,"Blizek, John"
0000626,"Bloom, Jason"
0000627,"Bloom, Jeffrey"
0000628,"Bloomfield, George"
0000629,"Bloomfield, Peter"
0000630,"Blum, Michael"
0000631,"Blumenfield, Jay"
0000632,"Blumenthal, Andy"
0000633,"Bluth, Don"
0000634,"Blystone, John G."
0000635,"Blyth, David"
0000636,"Blyth, Jeff"
0000637,"Bo, Kam"
0000638,"Bochner, Hart"
0000639,"Boden, Richard"
0000640,"Bodrov, Sergei"
0000641,"Boeken, Ludi"
0000642,"Boese, Carl"
0000643,"Boetticher, Budd"
0000644,"Bogart, Paul"
0000645,"Bogayevicz, Yurek"
0000646,"Bogdanovich, Peter"
0000647,"Bogner, Willy"
0000648,"Bohn, Thomas"
0000649,"Bohus, Ted A."
0000650,"Boisrond, Michel"
0000651,"Boka, Tom"
0000652,"Bokenkamp, Jon"
0000653,"Bolaños, José"
0000654,"Boleslawski, Richard"
0000655,"Boll, Bill"
0000656,"Boll, Uwe"
0000657,"Bologna, Gabriel"
0000658,"Bologna, Joseph"
0000659,"Bolognini, Mauro"
0000660,"Bolotin, Craig"
0000661,"Bolt, Ben"
0000662,"Bolton, James"
0000663,"Bona, Vin Di"
0000664,"Bond, James"
0000665,"Bond, Timothy"
0000666,"Bondarchuk, Sergei"
0000667,"Bone, John T."
0000668,"Bonerz, Peter"
0000669,"Bonifer, Mike"
0000670,"Bonk, Ron"
0000671,"Bonnard, Mario"
0000672,"Bonniere, Rene"
0000673,"Bonnitt, Ted"
0000674,"Bont, Jan de"
0000675,"Bookwalter, J.R."
0000676,"Boorman, John"
0000677,"Boos, H. Gordon"
0000678,"Borau, José Luis"
0000679,"Borchers, Donald P."
0000680,"Borden, Lizzie"
0000681,"Borg, Reginald Le"
0000682,"Boris, Robert"
0000683,"Borman, Arthur"
0000684,"Bornedal, Ole"
0000685,"Borowczyk, Walerian"
0000686,"Borris, Clay"
0000687,"Borris, Robert"
0000688,"Borsos, Phillip"
0000689,"Borthwick, Dave"
0000690,"Borzage, Frank"
0000691,"Bosch, Juan"
0000692,"Bosio, Gianfranco De"
0000693,"Bost, Walt"
0000694,"Boston, Philip"
0000695,"Bota, Rick"
0000696,"Botes, Costa"
0000697,"Botsford, Sara"
0000698,"Bottger, Fritz"
0000699,"Boughedir, Ferid"
0000700,"Bouillerie, Hubert De La"
0000701,"Boujenah, Michel"
0000702,"Boulting, John"
0000703,"Boulting, Roy"
0000704,"Bourne, Matthew"
0000705,"Bourque, Jason"
0000706,"Boursinhac, Manuel"
0000707,"Bouzaglo, Haim"
0000708,"Bouzid, Nouri"
0000709,"Bo-Wah, Tsui"
0000710,"Bowen, David R."
0000711,"Bowen, John"
0000712,"Bowers, George"
0000713,"Bowles, Barry"
0000714,"Bowman, Chuck"
0000715,"Bowman, Rob"
0000716,"Bowser, Kenneth"
0000717,"Boxell, Tim"
0000718,"Boyd, Alan"
0000719,"Boyd, William"
0000720,"Boydstun, Michael"
0000721,"Boyle, Danny"
0000722,"Boytler, Arcady"
0000723,"Boyum, Steve"
0000724,"Bozzetto, Bruno"
0000725,"Bracho, Julio"
0000726,"Bradbury, Robert N."
0000727,"Braddock, Reb"
0000728,"Bradford, Thomas"
0000729,"Bradley, Dale G."
0000730,"Bradley, David"
0000731,"Bradley, James Allen"
0000732,"Bradshaw, John"
0000733,"Bradshaw, Randy"
0000734,"Brady, Jordan"
0000735,"Brady, Ray"
0000736,"Brakhage, Stan"
0000737,"Brambilla, Marco"
0000738,"Branagh, Kenneth"
0000739,"Brand, Joshua"
0000740,"Brand, Larry"
0000741,"Brander, Richard"
0000742,"Brando, Marlon"
0000743,"Brandon, Clark"
0000744,"Brandstrom, Charlotte"
0000745,"Brandt, Robert"
0000746,"Brandt, Russ"
0000747,"Brannon, Fred C."
0000748,"Brass, Tinto"
0000749,"Brassloff, Stanley H."
0000750,"Brauer, Richard"
0000751,"Braugher, Andre"
0000752,"Brault, Michel"
0000753,"Braun, Harald"
0000754,"Brauner, Franklin"
0000755,"Bravel, Marcus Van"
0000756,"Braverman, Charles"
0000757,"Bravo, Estela"
0000758,"Bray, Kevin"
0000759,"Brazzi, Rossano"
0000760,"Breakston, George P."
0000761,"Breashears, David"
0000762,"Breathnach, Paddy"
0000763,"Bregman, Michael Scott"
0000764,"Breillat, Catherine"
0000765,"Breiman, Valerie"
0000766,"Brenon, Herbert"
0000767,"Brescia, Alfonso"
0000768,"Bresson, Robert"
0000769,"Brest, Martin"
0000770,"Bretherton, Howard"
0000771,"Brewster, Joe"
0000772,"Breziner, Salomé"
0000773,"Briand, Manon"
0000774,"Brickman, Marshall"
0000775,"Brickman, Paul"
0000776,"Bridgeman, Duncan"
0000777,"Bridges, Alan"
0000778,"Bridges, Beau"
0000779,"Bridges, James"
0000780,"Brien, Jeb"
0000781,"Bright, Matthew"
0000782,"Brill, Steven"
0000783,"Brinckerhoff, Burt"
0000784,"Brismee, Jean"
0000785,"Brisson, Ed"
0000786,"Bristol, Mark Lambert"
0000787,"Brittain, Donald"
0000788,"Broca, Philippe de"
0000789,"Broca, Phillippe De"
0000790,"Brochero, Eduardo Manzanos"
0000791,"Brock, Deborah"
0000792,"Brocka, Lino"
0000793,"Broderick, John C."
0000794,"Broderick, Matthew"
0000795,"Brodie, Kevin"
0000796,"Brody, Richard"
0000797,"Brohy, Audrey"
0000798,"Bromell, Henry"
0000799,"Bromski, Jacek"
0000800,"Brook, Clive"
0000801,"Brook, Peter"
0000802,"Brooke, Ralph"
0000803,"Brookner, Howard"
0000804,"Brooks, Adam"
0000805,"Brooks, Albert"
0000806,"Brooks, James L."
0000807,"Brooks, Joseph"
0000808,"Brooks, Mel"
0000809,"Brooks, Richard"
0000810,"Brooks, Robert"
0000811,"Brooks, Sue"
0000812,"Brooks, Thor L."
0000813,"Broomfield, Nick"
0000814,"Brophy, Philip"
0000815,"Bross, Eric"
0000816,"Brougher, Hilary"
0000817,"Brower, Otto"
0000818,"Brown, Arvin"
0000819,"Brown, Bill"
0000820,"Brown, Blain"
0000821,"Brown, Bruce"
0000822,"Brown, Clarence"
0000823,"Brown, Dana"
0000824,"Brown, Georg Stanford"
0000825,"Brown, Mark"
0000826,"Brown, Melville"
0000827,"Browne, Chris"
0000828,"Browne, Christene"
0000829,"Browning, Kirk"
0000830,"Browning, Michael"
0000831,"Browning, Tod"
0000832,"Brownlow, Kevin"
0000833,"Brownrigg, S.F."
0000834,"Bruce, James"
0000835,"Brun, Michelle Le"
0000836,"Bruno, John"
0000837,"Brusadori, Giovanni"
0000838,"Brusati, Franco"
0000839,"Brutsman, Joseph"
0000840,"Bryant, Charles"
0000841,"Buñuel, Luis"
0000842,"Buchanan, Charles"
0000843,"Buchanan, Larry"
0000844,"Buchowetzki, Dimitri"
0000845,"Buchs, Julio"
0000846,"Buck, Chris"
0000847,"Buck, Jeanette L."
0000848,"Buckalew, Bethel G."
0000849,"Buckland, Jeff"
0000850,"Buckley, Sean"
0000851,"Bucksey, Colin"
0000852,"Bucquet, Harold S."
0000853,"Budd, Robin"
0000854,"Budds, Colin"
0000855,"Buechler, John Carl"
0000856,"Bui, Timothy Linh"
0000857,"Buichi, Saito"
0000858,"Buil, José"
0000859,"Buitenhuis, Penelope"
0000860,"Bulajic, Veljko"
0000861,"Bullman, Joseph"
0000862,"Bulluck, Vicangelo"
0000863,"Bunche, Peter Gathings"
0000864,"Bundschuh, Joerg"
0000865,"Bunnell, Paul"
0000866,"Buñuel, Juan Luis"
0000867,"Buravsky, Aleksandr"
0000868,"Burchett, Mark"
0000869,"Burge, Stuart"
0000870,"Burger, Neil"
0000871,"Burke, Martyn"
0000872,"Burkin, Stuart"
0000873,"Burman, Daniel"
0000874,"Burman, Thomas R."
0000875,"Burnama, Jopi"
0000876,"Burnett, Allison"
0000877,"Burnett, Charles"
0000878,"Burnett, J. Max"
0000879,"Burnett, Michael"
0000880,"Burnett, Robert Meyer"
0000881,"Burns, Allan"
0000882,"Burns, Edward"
0000883,"Burns, Gary"
0000884,"Burns, Ken"
0000885,"Burns, Kevin"
0000886,"Burns, Ric"
0000887,"Burr, Jeff"
0000888,"Burrill, Christine"
0000889,"Burroughs, Brien"
0000890,"Burrowes, Geoff"
0000891,"Burrows, James"
0000892,"Burrows, Stephen D."
0000893,"Burrus, Ron"
